psc;latitude;longitude
73961;49.670983253849656;18.65504557670463
39111;49.351205724547945;14.705284051287672
67552;49.15364939327522;15.969086254919052
58001;49.60808089996456;15.56952785913064
46014;50.78901180779137;15.072141139793947
13000;50.085309784083044;14.465650540289792
16100;50.086500906417385;14.314004126680143
61200;49.226558464284125;16.595612436361613
37305;49.183508975;14.3836124
64200;49.178042158508916;16.529051657212317
69301;48.93846137640382;16.72528754516129
25216;50.01717754440928;14.221070144620255
74235;49.671087731070116;17.818306936752766
56992;49.626672445807586;16.367477829302736
38486;49.13410341601563;13.729313171875
51601;50.17363511212041;16.296883146989877
68601;49.06931743499733;17.45235431927389
76331;49.082498782608695;18.021569018633542
40003;50.647982884491746;14.05848098470895
37001;48.961009411183795;14.455252986339563
29405;50.419781955135136;15.053908527027026
79845;49.5317930760666;16.875531669510924
38719;49.1715642785;13.789697600799999
39003;49.41994790561224;14.647788262806124
41801;50.55085370664039;13.779098695087933
61800;49.185109176609;16.63762384283737
51251;50.53448907012658;15.367686403881857
74242;49.6085204819133;18.00100950179372
26724;49.83023929984085;14.053129501750663
46801;50.70101306934307;15.185767305596107
40010;50.686014334549355;13.990142249678112
58601;49.40238084955746;15.58518808547466
53701;49.94856582026322;15.787558862536875
34101;49.35186307254864;13.656600656420235
16000;50.104973948022014;14.380953442879257
73904;49.59109273950332;18.498315762142653
74801;49.894286451224424;18.197290835893995
41156;50.49495441467662;14.149153870398008
34561;49.54035871547464;13.073476285609015
53821;49.90116580900259;15.806838330084195
66902;48.851689766982624;16.04918026322761
46353;50.767821592862624;14.86110421772832
59401;49.35324880766346;16.012760020854394
25268;50.13255840155039;14.245311655813953
26291;49.656701636897274;14.473472646960168
46334;50.84769894801125;14.855103849819205
27101;50.15448944479126;13.887575152945766
63500;49.23306424626517;16.510917442763773
79201;49.98471627705354;17.470833104531135
76502;49.2111655650511;17.527116128
29404;50.4335915622183;15.111254556606275
74265;49.59915199202734;18.0748322929385
46365;50.93131701139756;15.232070426119401
53006;50.02464084601104;15.721582186753636
25261;50.097169837323946;14.213443872394365
29001;50.14789128121837;15.124282109779465
79501;49.94771949015933;17.272210743252106
41804;50.51825328154982;13.820937519188192
78332;49.667894400435415;17.135881511465893
29401;50.478228610932796;14.933641019307924
66603;49.33251205004897;16.46028806317336
34806;49.6680139149635;12.64288296368613
70030;49.79115197428685;18.243590673236923
78825;50.17363614586847;17.030916049578412
69142;48.74285777059702;16.756607656791047
67172;48.948872430522876;16.322585285816995
62500;49.16818842227806;16.56947994606365
29306;50.44262756504269;14.918408198945254
38601;49.26761654808177;13.914334191935033
36018;50.21318336605081;12.812546460508083
79847;49.550317109425286;16.787623202068968
39301;49.41928315387018;15.232008888707625
75122;49.51022055938628;17.52676243610108
58401;49.69609931105818;15.281531953961885
51801;50.288152826520864;16.19586671963298
37842;49.23365307538556;15.065349279765575
53002;50.01716633128032;15.78387232703504
68754;48.989918115699204;17.718794878364115
66471;49.27793880711447;16.42283787217806
43145;50.40070364742857;13.420954393714286
68304;49.30431142177828;16.898635753742262
38743;49.503431411180124;13.87598922173913
26701;49.934855960645784;14.026038803164962
25209;49.868948944449016;14.413294290460527
51741;50.11010975396127;16.216510999002345
54901;50.35148790965092;16.14676206664711
25166;49.903894293185765;14.72464629249132
37312;48.90108422873201;14.666240785476619
66601;49.34248815071727;16.418820135385534
67125;48.83649717631579;16.157816488721807
54101;50.569587870336505;15.909480778525579
16500;50.1347681165843;14.377327762932456
73913;49.5369286994895;18.286310574815655
73924;49.73178974141291;18.23110049646772
56802;49.75715770589604;16.470607443134213
14200;50.01190459023067;14.454108802740842
46352;50.69722396442432;14.921156281241915
43801;50.31239562835015;13.532573782973481
39181;49.18688019383672;14.70069254862859
34022;49.274276299190646;13.153848713399281
26256;49.600110343351396;14.236520368903708
54964;50.508457099431816;16.230025551704546
78815;50.03386151030445;17.061639035831384
39501;49.4854449801127;15.019171441934725
28506;49.85871683219738;14.923389637050164
46361;50.8942777;15.1423991
66461;49.08782808418647;16.617544202803167
27321;50.27300519942857;14.160598410857144
63400;49.18142225061125;16.558248156968215
27716;50.28417848949153;14.58647000135593
58821;49.401228155614405;15.681763629343221
59301;49.52500549732775;16.261575763845954
67906;49.34643294112304;16.763694062964493
75002;49.44452555572329;17.45354225584054
56115;50.05795854188862;16.342476639709442
46343;50.67773440506024;14.992891988578313
75101;49.4215948780157;17.285095959314777
34701;49.7975641291232;12.620624349393854
53012;50.041936148098436;15.810430574049217
56153;49.9782644230425;16.56904034250559
66404;49.225891415404874;16.753520867215272
33023;49.71952346623252;13.191319976302413
79312;49.96464069366755;17.629546976781
27204;50.140207866575345;14.068223427671233
25163;49.94468830071549;14.673282766961279
54922;50.35834256590909;16.245081946818182
29471;50.29318924595915;14.828228215941385
10900;50.04238825491924;14.557316987077826
25722;49.86078480230975;14.704164629491853
70900;49.82766169181991;18.24768691781864
38801;49.42579244334342;13.890379566666665
50723;50.37738385137712;15.206019290942796
50301;50.23141989891501;15.811963357142856
74255;49.699318719409284;18.09651789451477
62000;49.14856949432203;16.660654093601696
27203;50.15687957662624;14.140547803858876
34201;49.22368290988821;13.543583199134948
67602;49.050852348502495;15.81521924205491
77200;49.5893653;17.26973343125
35801;50.32985602657264;12.535625576699577
53501;50.01904276018455;15.56475465251196
78971;49.869836409068014;16.929100308312343
38716;49.24043375646744;13.764630046922392
41724;50.63444022257053;13.753812099686522
34901;49.757280628108425;12.98895913292084
56553;49.923100921396056;16.31773388831563
67122;48.792560025592415;16.011954015876775
75656;49.445934699815325;18.2571332877193
53401;50.072971674278904;15.992802016996425
78813;49.98140924049028;17.009636475232462
73535;49.79492825807755;18.48208604668821
69603;48.918752733789475;17.09510590705263
27342;50.175287492283466;14.199864335905513
37008;48.951716400867554;14.501357603759399
53862;49.957601497150435;15.912179107355866
75612;49.18634475891222;18.058091536187398
62800;49.206302134806236;16.69077481668242
26204;49.83441172055961;14.269011370072993
39811;49.21244247529118;14.210686560648918
25264;50.16145435947161;14.309118444575605
41301;50.4188574841234;14.247444050050163
54701;50.414524734149325;16.16320915082619
66443;49.11720002115869;16.571132972040303
33808;49.88488022667683;13.730239653912601
73941;49.633371085681645;18.300442710738768
38426;49.083408533749996;14.05671835
79399;50.251210323906705;17.652956034596695
35201;50.22383129852283;12.198150632027753
79604;49.46880086751845;17.07661558551959
47124;50.653990865;14.736341980252526
69642;48.97448647889961;17.213734403119684
55102;50.33921677389474;15.924144100210526
69201;48.82164627303103;16.645512456271547
26221;49.7143384561165;13.945206618252426
25601;49.787866714279865;14.70471227761866
74266;49.58732203538851;18.11712532027027
28936;50.296378738461534;15.074634221719455
14700;50.038040177497855;14.419095344403091
14800;50.01772002809597;14.484163245549535
69801;48.95446546483149;17.384756763363363
15521;50.06174815191594;14.283813429789864
37341;49.0538316204301;14.423602710698923
68751;48.97749815426696;17.646588216630196
51721;50.15146080249349;16.08778739851135
74221;49.603006566568446;18.14867215046879
37881;49.00327567631427;15.36644629202773
46601;50.723528807255605;15.169901368069786
66448;49.143493496327686;16.566070154745763
72400;49.759879239433815;18.232358057655503
37007;48.9256000862734;14.476101230374363
50401;50.23538707246117;15.504128389964157
26751;49.90511322376238;13.955086925940593
69649;49.01131757078947;17.190370395
71900;49.79619197791666;18.29364916708333
58842;49.472209465875;15.458549524125
39135;49.50472783704918;14.616303081639343
78314;49.660715381530345;17.280261316886545
46401;50.92478793793024;15.093369008454609
36001;50.22237034136229;12.875349500138205
39456;49.56874674096775;15.200840644193548
76601;49.14464371027725;18.006103233699807
37004;48.987005481447646;14.47517640815179
27061;50.12562468331161;13.946468480052152
46007;50.75807999733766;15.043076555454546
69681;48.97261881699346;17.27330927000726
68333;49.14948561249424;17.11304886233287
76901;49.3273399522079;17.58257168793577
53009;50.05089322160069;15.762337043889845
34034;49.38674224117054;13.48467889445005
44101;50.21266506070746;13.384966007998726
69701;49.01448740744346;17.117886535356426
38211;48.776605122243346;14.28945000513308
69172;48.99204107910329;16.86546833594876
75611;49.25542794143475;17.989640459059988
56151;50.03726268364055;16.503556666497694
37005;48.98312394200466;14.442596447132868
41705;50.62783226749777;13.685909295191452
57201;49.71324127078534;16.25149312568063
51206;50.60245068760807;15.369263919596541
51755;50.11346519019608;16.363831446078432
31200;49.75533967660405;13.427745201878507
25219;50.032177610994545;14.223908196558959
37372;49.02550838662728;14.615460758378088
50801;50.362272570292646;15.615475466133999
40747;50.92551917335618;14.55934313047762
32200;49.757070072172496;13.31426999414158
67103;48.899730259390864;15.811638885448394
79001;50.21271022004382;17.20179085038335
33601;49.57087669008265;13.527283415023613
67401;49.215477895508826;15.880818566251298
25162;49.982219559836544;14.745287215061294
69632;49.06758552307692;17.02836212602564
54371;50.53940756830189;15.710257995094342
72526;49.84103459262712;18.119913210847457
37363;49.09525624863946;14.565790058276644
26601;49.969974693808;14.077443607012848
28937;50.28234490290698;15.018941393953487
50009;50.203385713244316;15.872050556477806
25067;50.17928135016667;14.408948838166665
73949;49.610309226207725;18.334967506280194
72000;49.7715953419964;18.28225197589928
71600;49.81658538359375;18.34013354890625
56169;50.083587038739175;16.76353974100096
56002;49.90338390412751;16.44147818321356
38203;48.90772801979675;14.294700223617888
43141;50.44365346644628;13.457283890082646
33203;49.67336464924712;13.503817743046945
75353;49.46707986406091;17.754834915431474
58271;49.660863978125;15.605651426041666
68301;49.2094467104352;16.885789719307528
79326;50.12123740663717;17.373093876474925
33801;49.775085642;13.694164782222224
33012;49.8430299197995;13.36188532293233
59451;49.38549297584331;16.147788744069643
11000;50.08527385967856;14.423417362562043
33301;49.64110749246753;13.155554070545454
15400;50.018204800663945;14.358606102553626
51242;50.65847521447662;15.457147487082404
53973;49.84122534992867;15.996333430099856
33011;49.82649118410951;13.402520591306804
50003;50.224837673058104;15.86441486737003
37501;49.22868164968829;14.411100938628492
11101;50.05832352894737;14.557514904024767
59501;49.28713564217643;16.217809572633612
67142;49.02115232126246;16.25696852923588
54224;50.62927654310019;15.814518588090738
69601;48.88164043057275;17.187062444504644
25301;50.079285981711415;14.248957663758388
47002;50.660408233576646;14.495450197922516
38411;49.04637094710035;14.19859642965204
54931;50.48930574293389;16.19055197805785
74721;49.93152409360236;18.016209939862204
67176;48.98782588047138;16.382553133670037
75111;49.47268062799264;17.54321835451197
51773;50.26900855644172;16.108267185071576
66453;49.10048906761838;16.750493125835654
78301;49.563379041442715;17.241423608698724
25082;50.07995425522781;14.725228636502502
78344;49.592246225862986;17.066787675836434
56943;49.65111264753443;16.708149446112838
67178;48.8952657651084;16.365042658197833
50901;50.48930862913478;15.51464979358446
25068;50.17396926384365;14.363946915960911
19819;50.1077344;14.5850634
78985;49.77266987654986;16.90173444786292
47158;50.74498757676768;14.652891226767677
27601;50.35824468631881;14.479361044022184
41901;50.619719181840644;13.743249224459543
41757;50.51830781565217;13.785673063478262
34601;49.53672636766488;12.936285924955436
59244;49.616926841758236;16.169366515384613
39156;49.405728836;14.713792120588234
74251;49.6862907996997;18.127305057357354
73571;49.88599170535492;18.46263457478207
41002;50.481155851377075;14.04289674343864
75661;49.46178209429274;18.153547166684874
33038;49.90411094912892;13.110031745993032
56601;49.94675065164166;16.162096097847357
25303;50.058181312219226;14.223570173045823
39855;49.51746118546255;14.27871955770925
37384;48.97076814875148;14.336649318311533
25083;50.042657763047806;14.726300840836654
73901;49.641137967286;18.366023011745188
43201;50.37838827994411;13.277366683834911
53842;49.88782589966216;15.53210685641892
73802;49.6719503;18.3300444
25243;49.999931049658535;14.559171273658539
25242;49.9708463697065;14.531081176310273
69110;48.93283623432304;16.88797743800475
73911;49.588917726102046;18.370100101353696
78973;49.80638660686785;17.001749934547348
69615;48.903853000888446;16.939805153405725
79368;49.859239291321245;17.553125100518134
69182;48.836002222672064;16.497210259109313
28922;50.19628042935092;14.849638927980346
41141;50.5575129597561;14.159824255792683
39133;49.49458423926014;14.53926786778043
33561;49.61750654116242;13.620621986385352
27309;50.16790279736989;14.107957108282035
51263;50.5375805982316;15.255628107586995
78501;49.73348625164487;17.289306310681727
26301;49.76101384419241;14.192009651427453
37833;49.031613205409506;15.1104876317998
61400;49.22012943731275;16.641561102373817
25101;49.991118232974614;14.658912388695017
7635;;
1222;;
35302;;
73922;;
28021;;
26721;49.90689904082397;14.032689970037454
75603;49.3228619021978;18.1453147721978
47129;50.71499547637969;14.71400551236203
33008;49.8018713297486;13.42271807094972
46846;50.70316401368715;15.320437193016758
66412;49.12623764443652;16.331720392225392
50351;50.16100273512471;15.471460969015173
37010;49.00713774592315;14.48856265398313
27379;50.231442549235474;14.03266995
79397;50.21122785814696;17.699819246006392
47201;50.549810632113704;14.612839840810581
19012;50.0863105929314;14.576971066632018
27024;50.033778905964404;13.921987314430014
10400;50.03044347341098;14.59434959547421
33214;49.65525467259036;13.203468457228915
30100;49.729364699734525;13.368972518643659
74401;49.53345921816867;18.215539843108434
73997;49.613784639934536;18.73969627937807
39137;49.472862161631944;14.677276168055554
26717;49.953041079422384;14.210175878339351
27004;50.17164825249004;13.5890335437251
37316;48.96768682674556;14.527294647100591
56501;50.00421072048291;16.219443382148672
73934;49.77817903974923;18.37718755421891
43003;50.467076064243145;13.397995550695272
36301;50.31620115403539;12.94769313664221
27364;50.11979514616695;14.045396481260648
56993;49.669935789344265;16.254945187431694
25265;50.19684765719468;14.306208767110034
39002;49.40263012560328;14.679188465009654
66441;49.17612024721327;16.491817747443573
41186;50.418198910638296;14.339468015248228
28802;50.19613058667848;15.038651434356552
32600;49.72348961490607;13.40977776875851
18600;50.093103228934005;14.451684730761421
66403;49.1900816537037;16.7231330476431
43502;50.52258367408759;13.625155025547445
53345;50.1346079874053;15.761976925236743
29421;50.50285558900836;14.804362151314217
26223;49.77508196175758;14.00078869460606
50303;50.299873478142736;15.857821259448498
68724;48.98647927839229;17.399448290032154
74257;49.62656252664418;18.073851117200675
18200;50.135011639246116;14.46703278473762
40331;50.6771017971223;14.104391238758993
58832;49.31155310462318;15.67583145237492
43191;50.46684897436079;13.029220481392045
27738;50.349687050611244;14.685523249633253
72528;49.85431860481284;18.219590044652406
28163;49.96741616243824;14.867289395633597
76317;49.292989928474114;17.734368323841963
29445;50.3193986849359;15.013200596153846
27745;50.26741840966222;14.398732247054202
53351;50.045647600513476;15.738417805391526
12000;50.0746409317126;14.434250530845464
36221;50.32793954869748;12.721002958361344
37006;48.957179412007925;14.523154300767517
67151;48.91870568789162;15.971447014309907
40801;50.95265830777235;14.554257402536585
38481;49.10425383849658;13.837771286484434
27751;50.26671543039548;14.298167747570622
43151;50.384762015026695;13.170812092117975
29413;50.57693388323354;14.96559033188623
53003;50.03201655717942;15.798500536309355
28129;50.13250446238361;15.393777688081938
74784;49.84985743776352;17.765885421998167
68706;49.118126438992334;17.383364436692222
50366;50.15294067701149;15.558624603448274
53352;50.08072631747437;15.787036592264679
19015;50.1255658228978;14.57534013454075
19011;50.08113972037914;14.612723153712482
59263;49.503835775438596;16.338874619590644
19700;50.133555308832804;14.548084765851737
43542;50.590925365024155;13.570432514975845
26712;49.998230820152095;14.156552246863118
66451;49.16179881679177;16.7303840882402
41701;50.676367801428576;13.79189428987013
51236;50.60806475446808;15.571296898510639
73551;49.89505816613886;18.33554210316687
54223;50.60600204472727;15.841817110363635
46006;50.752276495373664;15.06130960871886
26728;49.89049987802691;14.18771919327354
53375;50.078246660135136;15.939282125270271
27705;50.339014981345564;14.351193033639145
73543;49.7848611297546;18.524474618404906
27721;50.439954471296296;14.47799397136752
40323;50.66018099899329;14.141203191275167
73801;49.67952308097811;18.35641488707398
43511;50.60495768453125;13.6547845071875
26762;49.801093596893736;13.861547692098092
36006;50.2260740288;12.830279264266666
69108;48.91329160952381;16.854403109863945
50791;50.52076851179386;15.486056416947472
69102;48.85292284859419;16.894741274320523
25789;49.60227736758832;14.595553685867896
27714;50.24687226983931;14.640638476452411
25070;50.22992165440252;14.410827174348608
76313;49.25726437064935;17.89708303402597
50012;50.19529453602151;15.841382505376345
40340;50.69353113039724;14.01009736459413
41723;50.656957883884296;13.755124427272728
27744;50.290046173487546;14.377123879181495
54232;50.51071872640996;16.013822161338002
43111;50.49835687523044;13.446910925691325
54301;50.62295677451895;15.61080877446064
53315;50.07528730853658;15.429277870731708
34562;49.59059640783383;13.084067676142434
67106;48.90613736653466;15.741185551353135
64100;49.20658713528325;16.489748204618227
26707;50.0415121618862;14.094249739828527
29476;50.25276226089109;14.694235382013202
33547;49.43512427916667;13.622494155833333
73581;49.90961880064044;18.351968557090576
46345;50.60016777668247;15.063736869763035
25756;49.74672607977867;14.511693618812878
19017;50.147474252530365;14.581105781578946
58834;49.236015419883046;15.60435250760234
25230;49.91372648531941;14.23357910534398
60300;49.19040332701299;16.58786308194805
33828;49.85577529776536;13.617250613886672
36461;49.9714342897507;12.868842977839336
66442;49.12702237751634;16.61072785647059
68606;49.06679636551724;17.451782186206895
38715;49.298757911824325;13.75594786587838
40713;50.79830045611511;14.26133027122302
28906;50.1281590885514;15.244921564018691
43524;50.49177984611399;13.751834335233161
15900;50.005339023644254;14.381733615979755
27703;50.42178076458333;14.395853189285713
26242;49.59946402976979;13.86543165279092
26231;49.62278208902365;14.068376994542145
61600;49.21308073482212;16.57629968654895
28941;50.09083330245701;15.145894892137592
74258;49.64859379587932;18.15242855768948
51701;50.20298225269287;16.239423785152837
67932;49.5044041264993;16.596081359414224
50004;50.20413202898815;15.790720879489518
16200;50.090799223154484;14.35840081328772
74901;49.79376429884769;17.742086631362724
38501;49.05056454530892;13.767060609519453
25204;49.86024934932432;14.312130953885134
38208;48.854382425;14.20989892275281
67201;49.04085663103448;16.29955559163537
67541;49.02441278686327;15.765979036863271
35751;50.12180771923077;12.531101400501672
74260;49.70879495689949;18.1497215229983
40701;50.76485411010702;14.107713983115339
25765;49.64435300732578;15.0508885887433
29428;50.337234487301586;14.804219034603175
66491;49.108528937468314;16.355876575855515
74745;49.81799268535565;17.91085659372385
53807;49.837005119668824;15.656182454563812
40001;50.66544822647059;14.021542223106726
27708;50.340128900746265;14.294575947014925
54401;50.4315559107832;15.809475511675045
36225;50.27766814733979;12.79887169782346
33209;49.65721170156318;13.400991536691272
51754;50.115389085927504;16.29551924530917
76823;49.358229827322404;17.43708429125683
25741;49.835688438662665;14.592188214230603
47102;50.63329710392157;14.43867175882353
50311;50.222027327042255;15.791457471079811
68001;49.49085718115519;16.68677081822248
39155;49.41133581915616;14.829552222793403
33401;49.5716397866562;13.326293494819467
69602;48.92089231973955;17.165681958807404
66701;49.04202491582626;16.61271979805292
35733;50.18822012881356;12.752482001694915
26801;49.83475172474415;13.907204282200292
